0	0	
6.24003e-08	-1.19159e-07	
1.24801e-07	-2.58342e-07	
1.87201e-07	-3.79921e-07	
2.49601e-07	-3.78804e-07	
3.12002e-07	-2.55106e-07	
3.74402e-07	-1.13085e-07	
4.36802e-07	-2.87671e-08	
4.99203e-07	2.16307e-09	
5.61603e-07	9.54893e-09	
6.24003e-07	1.06996e-08	
6.86404e-07	1.08331e-08	
7.48804e-07	1.1035e-08	
8.11205e-07	1.10216e-08	
8.73605e-07	1.09944e-08	
9.36005e-07	1.09508e-08	
9.98406e-07	1.09864e-08	
1.06081e-06	1.09575e-08	
1.12321e-06	1.10051e-08	
1.18561e-06	1.10119e-08	
1.24801e-06	1.09341e-08	
1.31041e-06	1.09272e-08	
1.37281e-06	1.09361e-08	
1.43521e-06	1.09857e-08	
1.49761e-06	1.10176e-08	
1.56001e-06	1.10325e-08	
1.62241e-06	1.10204e-08	
1.68481e-06	1.1029e-08	
1.74721e-06	1.11946e-08	
1.80961e-06	1.15984e-08	
1.87201e-06	1.22784e-08	
1.93441e-06	1.32516e-08	
1.99681e-06	1.41388e-08	
2.05921e-06	1.48871e-08	
2.12161e-06	1.53013e-08	
2.18401e-06	1.55184e-08	
2.24641e-06	1.55588e-08	
2.30881e-06	1.54715e-08	
2.37121e-06	1.52861e-08	
2.43361e-06	1.5068e-08	
2.49601e-06	1.48985e-08	
2.55841e-06	1.47645e-08	
2.62081e-06	1.46753e-08	
2.68322e-06	1.46793e-08	
2.74562e-06	1.47844e-08	
2.80802e-06	1.49717e-08	
2.87042e-06	1.519e-08	
2.93282e-06	1.53554e-08	
2.99522e-06	1.54567e-08	
3.05762e-06	1.54782e-08	
3.12002e-06	1.55118e-08	
3.18242e-06	1.56389e-08	
3.24482e-06	1.60687e-08	
3.30722e-06	1.69308e-08	
3.36962e-06	1.81591e-08	
3.43202e-06	1.95282e-08	
3.49442e-06	2.08149e-08	
3.55682e-06	2.17868e-08	
3.61922e-06	2.22216e-08	
3.68162e-06	2.21075e-08	
3.74402e-06	2.14398e-08	
3.80642e-06	2.03506e-08	
3.86882e-06	1.90461e-08	
3.93122e-06	1.77139e-08	
3.99362e-06	1.64377e-08	
4.05602e-06	1.52754e-08	
4.11842e-06	1.42305e-08	
4.18082e-06	1.33132e-08	
4.24322e-06	1.25359e-08	
4.30562e-06	1.18695e-08	
4.36802e-06	1.12789e-08	
4.43042e-06	1.0748e-08	
4.49283e-06	1.02701e-08	
4.55523e-06	9.84865e-09	
4.61763e-06	9.4727e-09	
4.68003e-06	9.1176e-09	
4.74243e-06	8.79229e-09	
4.80483e-06	8.50693e-09	
4.86723e-06	8.2445e-09	
4.92963e-06	7.9586e-09	
4.99203e-06	7.62101e-09	
5.05443e-06	7.22443e-09	
5.11683e-06	6.79133e-09	
5.17923e-06	6.36135e-09	
5.24163e-06	5.94378e-09	
5.30403e-06	5.55084e-09	
5.36643e-06	5.21079e-09	
5.42883e-06	4.96433e-09	
5.49123e-06	4.84267e-09	
5.55363e-06	4.84851e-09	
5.61603e-06	4.95347e-09	
5.67843e-06	5.13908e-09	
5.74083e-06	5.37169e-09	
5.80323e-06	5.616e-09	
5.86563e-06	5.85059e-09	
5.92803e-06	6.04415e-09	
5.99043e-06	6.18703e-09	
6.05283e-06	6.27384e-09	
6.11523e-06	6.2924e-09	
6.17763e-06	6.23463e-09	
6.24003e-06	6.10035e-09	
6.30244e-06	5.90752e-09	
6.36484e-06	5.6848e-09	
6.42724e-06	5.46012e-09	
6.48964e-06	5.24238e-09	
6.55204e-06	5.04228e-09	
6.61444e-06	4.88129e-09	
6.67684e-06	4.68172e-09	
6.73924e-06	4.64905e-09	
6.80164e-06	4.45829e-09	
6.86404e-06	4.26085e-09	
6.92644e-06	4.58535e-09	
6.98884e-06	4.32031e-09	
7.05124e-06	3.28289e-09	
7.11364e-06	4.14575e-09	
7.17604e-06	6.94171e-09	
7.23844e-06	5.09324e-09	
7.30084e-06	-5.28628e-09	
7.36324e-06	-1.39964e-08	
7.42564e-06	7.92831e-09	
7.48804e-06	7.98183e-08	
7.55044e-06	1.54096e-07	
7.61284e-06	1.90919e-07	
7.67524e-06	1.74589e-07	
7.73764e-06	1.04101e-07	
7.80004e-06	1.59491e-08	
7.86244e-06	-5.18775e-08	
7.92484e-06	-8.6574e-08	
7.98724e-06	-9.46341e-08	
8.04965e-06	-8.44413e-08	
8.11205e-06	-6.42486e-08	
8.17445e-06	-4.16709e-08	
8.23685e-06	-2.15246e-08	
8.29925e-06	-5.68774e-09	
8.36165e-06	5.71641e-09	
8.42405e-06	1.3249e-08	
8.48645e-06	1.80317e-08	
8.54885e-06	2.05393e-08	
8.61125e-06	2.13851e-08	
8.67365e-06	2.09678e-08	
8.73605e-06	1.94959e-08	
8.79845e-06	1.73e-08	
8.86085e-06	1.47332e-08	
8.92325e-06	1.20554e-08	
8.98565e-06	9.57272e-09	
9.04805e-06	7.44094e-09	
9.11045e-06	5.6733e-09	
9.17285e-06	4.20936e-09	
9.23525e-06	3.05423e-09	
9.29765e-06	2.1488e-09	
9.36005e-06	1.37853e-09	
9.42245e-06	7.3245e-10	
9.48485e-06	2.15526e-10	
9.54725e-06	-2.04167e-10	
9.60965e-06	-4.98586e-10	
9.67205e-06	-7.32903e-10	
9.73445e-06	-9.17768e-10	
9.79685e-06	-1.01496e-09	
9.85926e-06	-9.99624e-10	
9.92166e-06	-9.87793e-10	
9.98406e-06	-9.68883e-10	
1.00465e-05	-1.0252e-09	
1.01089e-05	-1.18417e-09	
1.01713e-05	-1.46531e-09	
1.02337e-05	-1.8029e-09	
1.02961e-05	-2.08307e-09	
1.03585e-05	-2.26227e-09	
1.04209e-05	-2.44809e-09	
1.04833e-05	-2.65022e-09	
1.05457e-05	-2.84117e-09	
1.06081e-05	-3.11598e-09	
1.06705e-05	-3.53079e-09	
1.07329e-05	-3.89433e-09	
1.07953e-05	-3.95933e-09	
1.08577e-05	-3.75207e-09	
1.09201e-05	-3.37515e-09	
1.09825e-05	-2.82989e-09	
1.10449e-05	-2.19416e-09	
1.11073e-05	-1.72453e-09	
1.11697e-05	-1.71773e-09	
1.12321e-05	-2.3561e-09	
1.12945e-05	-3.66446e-09	
1.13569e-05	-5.53141e-09	
1.14193e-05	-7.6324e-09	
1.14817e-05	-9.50177e-09	
1.15441e-05	-1.08876e-08	
1.16065e-05	-1.16373e-08	
1.16689e-05	-1.16621e-08	
1.17313e-05	-1.10896e-08	
1.17937e-05	-1.00763e-08	
1.18561e-05	-8.80666e-09	
1.19185e-05	-7.46357e-09	
1.19809e-05	-6.10759e-09	
1.20433e-05	-4.83912e-09	
1.21057e-05	-3.6853e-09	
